,Hospital,Hospital Latitude,Hospital Longitude,Venue City,Venue,Venue Latitude,Venue Longitude,Venue Category,yelp_link,ratings,reviews
0,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Premier Pizza,37.3945462383582,-121.9464278275858,Pizza Place,https://www.yelp.com/biz/premier-pizza-santa-clara,3.5,360 
1,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Easterly Hunan Cuisine,37.39456959024802,-121.94572848585344,Chinese Restaurant,https://www.yelp.com/biz/easterly-hunan-cuisine-santa-clara,3.5,143 
2,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Chipotle Mexican Grill,37.39480489533197,-121.946407394792,Mexican Restaurant,https://www.yelp.com/biz/chipotle-mexican-grill-santa-clara,2.5,159 
3,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Mikayla's Cafe,37.408179597535224,-121.9633917632255,Breakfast Spot,https://www.yelp.com/biz/mikaylas-cafe-santa-clara,3.5,714 
4,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Logan's Big Dawgs,37.394181,-121.95976399999999,Food Truck,https://www.yelp.com/biz/logans-big-dawgs-santa-clara,4.5,117 
5,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Chicken Meets Rice,37.40809918603184,-121.96346352702284,Restaurant,https://www.yelp.com/biz/chicken-meets-rice-santa-clara,4.5,669 
6,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Jersey Mike's Subs,37.394932,-121.94582,Sandwich Place,https://www.yelp.com/biz/jersey-mikes-subs-santa-clara,3.5,214 
7,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Athena Grill & Catering,37.37643563606646,-121.95652692326185,Greek Restaurant,https://www.yelp.com/biz/athena-grill-and-catering-santa-clara,4,1533 
8,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Flemings Prime Steakhouse & Wine Bar,37.38204444824082,-121.97730516579053,Steakhouse,https://www.yelp.com/biz/flemings-prime-steakhouse-and-wine-bar-santa-clara,4,447 
9,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,In-N-Out Burger,37.388133033629536,-121.98210629525533,Fast Food Restaurant,https://www.yelp.com/biz/in-n-out-burger-santa-clara,4,494 
10,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Phở Khang,37.408117253237684,-121.96333070538253,Vietnamese Restaurant,https://www.yelp.com/biz/phở-khang-santa-clara,3.5,279 
11,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Melts My Heart Truck,37.384645448453846,-121.97348008999643,Food Truck,https://www.yelp.com/biz/melts-my-heart-truck-santa-clara,[],[]
12,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Red Robin Gourmet Burgers and Brews,37.3939807,-121.945854,Burger Joint,https://www.yelp.com/biz/red-robin-gourmet-burgers-and-brews-santa-clara,3,973 
13,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Chipotle Mexican Grill,37.41619674239623,-121.95498650248129,Mexican Restaurant,https://www.yelp.com/biz/chipotle-mexican-grill-santa-clara,2.5,159 
14,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Sendo Sushi,37.410876954743486,-121.94601152764457,Sushi Restaurant,https://www.yelp.com/biz/sendo-sushi-santa-clara,[],[]
15,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Feride’s Bakery,37.393128,-121.97762,Bakery,https://www.yelp.com/biz/feride’s-bakery-santa-clara,4,251 
16,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Chick-fil-A,37.4157438,-121.9535188,Fast Food Restaurant,https://www.yelp.com/biz/chick-fil-a-santa-clara,3.5,92 
17,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,New Ca Mau Restaurant,37.38809152615298,-121.95333441589909,Vietnamese Restaurant,https://www.yelp.com/biz/new-ca-mau-restaurant-santa-clara,3.5,271 
18,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Curry Up Now,37.4026343753459,-121.93328546433958,Indian Restaurant,https://www.yelp.com/biz/curry-up-now-santa-clara,[],[]
19,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Puesto Restaurant,37.3809497672712,-121.97682100576101,Mexican Restaurant,https://www.yelp.com/biz/puesto-restaurant-santa-clara,3.5,852 
20,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,La Catalana España Restaurant,37.41003944261832,-121.94544866266315,Spanish Restaurant,https://www.yelp.com/biz/la-catalana-españa-restaurant-santa-clara,[],[]
21,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Big Ed's Buzzard BBQ,37.38481157264237,-121.94898921273011,BBQ Joint,https://www.yelp.com/biz/big-eds-buzzard-bbq-santa-clara,4.5,298 
22,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Prime Restaurant,37.3872563066942,-121.98322072510396,Restaurant,https://www.yelp.com/biz/prime-restaurant-santa-clara,3.5,67 
23,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Great Indian Cuisine,37.39432166633961,-121.9597521504592,Indian Restaurant,https://www.yelp.com/biz/great-indian-cuisine-santa-clara,4,490 
24,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Amakai Japanese Cuisine,37.3930122782811,-121.97722520482414,Japanese Restaurant,https://www.yelp.com/biz/amakai-japanese-cuisine-santa-clara,4,196 
25,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Patxi's Chicago Pizza,37.40297607014807,-121.93339039708916,Pizza Place,https://www.yelp.com/biz/patxis-chicago-pizza-santa-clara,[],[]
26,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Pokéworks,37.40200146,-121.94014304,Hawaiian Restaurant,https://www.yelp.com/biz/pokéworks-santa-clara,[],[]
27,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Pedro's Restaurant & Cantina,37.38503583402002,-121.97085180274921,Mexican Restaurant,https://www.yelp.com/biz/pedros-restaurant-and-cantina-santa-clara,3.5,1236 
28,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Panda Express,37.38868426387417,-121.98402702512952,Chinese Restaurant,https://www.yelp.com/biz/panda-express-santa-clara,2.5,87 
29,Agnews Developmental Center,37.3946625,-121.9591252,Santa Clara,Chipotle Mexican Grill,37.3808,-121.974347,Mexican Restaurant,https://www.yelp.com/biz/chipotle-mexican-grill-santa-clara,2.5,159 
30,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Sidestreet Pho,37.76286736692297,-122.24512760499984,Vietnamese Restaurant,https://www.yelp.com/biz/sidestreet-pho-alameda,4,823 
31,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Julie's Coffee & Tea Shop,37.76163172964298,-122.24514096622651,Café,https://www.yelp.com/biz/julies-coffee-and-tea-shop-alameda,4,667 
32,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Burma Superstar,37.76365207464914,-122.24341058434636,Burmese Restaurant,https://www.yelp.com/biz/burma-superstar-alameda,4,1909 
33,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,The Star,37.76419977433267,-122.24271068207528,Pizza Place,https://www.yelp.com/biz/the-star-alameda,4,384 
34,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Doggy-Style Hot Dogs,37.76164791404326,-122.2448704651682,Hot Dog Joint,https://www.yelp.com/biz/doggy-style-hot-dogs-alameda,4.5,335 
35,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Troy,37.764388254681705,-122.24336512944782,Middle Eastern Restaurant,https://www.yelp.com/biz/troy-alameda,4,401 
36,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Utzutzu,37.76492492362601,-122.24212074743394,Sushi Restaurant,https://www.yelp.com/biz/utzutzu-alameda,4.5,74 
37,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Trabocco Kitchen and Cocktails,37.75713787134351,-122.25175007078096,Italian Restaurant,https://www.yelp.com/biz/trabocco-kitchen-and-cocktails-alameda,4.5,666 
38,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Scolari's Good Eats,37.76271351016542,-122.24425000350969,American Restaurant,https://www.yelp.com/biz/scolaris-good-eats-alameda,4,1041 
39,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Feel Good Bakery,37.767750699381665,-122.23950204783034,Bakery,https://www.yelp.com/biz/feel-good-bakery-alameda,4,68 
40,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Mama Papa Lithuania Restaurant & Tea House,37.76210683807732,-122.24463793353877,Eastern European Restaurant,https://www.yelp.com/biz/mama-papa-lithuania-restaurant-and-tea-house-alameda,4.5,621 
41,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Ole's Waffle Shop,37.7655786157402,-122.24175194819543,Diner,https://www.yelp.com/biz/oles-waffle-shop-alameda,4,1328 
42,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Cholita Linda,37.76353653082272,-122.24353982187077,Mexican Restaurant,https://www.yelp.com/biz/cholita-linda-alameda,4.5,250 
43,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Angela's,37.76741473549111,-122.23983803589473,Middle Eastern Restaurant,https://www.yelp.com/biz/angelas-alameda,4,1244 
44,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Speisekammer,37.76609848921766,-122.24010536478022,German Restaurant,https://www.yelp.com/biz/speisekammer-alameda,3.5,1248 
45,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Q's Halal Chicken,37.7645832052382,-122.24381319506689,Afghan Restaurant,https://www.yelp.com/biz/qs-halal-chicken-alameda,4.5,653 
46,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,La Penca Azul,37.76523028629,-122.24181879012305,Mexican Restaurant,https://www.yelp.com/biz/la-penca-azul-alameda,3.5,2040 
47,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Chipotle Mexican Grill,37.7561207,-122.2501137,Mexican Restaurant,https://www.yelp.com/biz/chipotle-mexican-grill-alameda,4.5,128 
48,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Yojimbo Sushi,37.76154595570039,-122.24538161797024,Sushi Restaurant,https://www.yelp.com/biz/yojimbo-sushi-alameda,4,1415 
49,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Greens & Grains,37.767746960720096,-122.23932906610449,Salad Place,https://www.yelp.com/biz/greens-and-grains-alameda,4.5,143 
50,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Five Guys,37.75625251358997,-122.2507636963125,Burger Joint,https://www.yelp.com/biz/five-guys-alameda,3,229 
51,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,East End,37.767940986662886,-122.2395316162635,Pizza Place,https://www.yelp.com/biz/east-end-alameda,4,639 
52,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Firehouse Subs,37.76493530301929,-122.24354267120361,Sandwich Place,https://www.yelp.com/biz/firehouse-subs-alameda,3.5,505 
53,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Thai Noodle House of Alameda,37.76814078556131,-122.2394042536639,Thai Restaurant,https://www.yelp.com/biz/thai-noodle-house-of-alameda-alameda,3.5,193 
54,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Wild Ginger,37.76199521489302,-122.24482334100455,Noodle House,https://www.yelp.com/biz/wild-ginger-alameda,4,322 
55,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Jay's Coffee Teas and Treats,37.77013337424461,-122.26152884368543,Café,https://www.yelp.com/biz/jays-coffee-teas-and-treats-alameda,4,130 
56,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,The Hobnob,37.76294880651091,-122.24412880285443,New American Restaurant,https://www.yelp.com/biz/the-hobnob-alameda,3.5,725 
57,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Neptune's,37.771333666543555,-122.27812479063252,Southern / Soul Food Restaurant,https://www.yelp.com/biz/neptunes-alameda,3.5,477 
58,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Feel Good Kitchen,37.75622819247969,-122.23364814597196,Bakery,https://www.yelp.com/biz/feel-good-kitchen-alameda,3.5,42 
59,Alameda Hospital,37.762677000000004,-122.2541547,Alameda,Asena,37.76416509275901,-122.23975500339613,Mediterranean Restaurant,https://www.yelp.com/biz/asena-alameda,[],[]
60,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Judoku Sushi,37.82097960960668,-122.26069409602897,Sushi Restaurant,https://www.yelp.com/biz/judoku-sushi-oakland,4,452 
61,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Cat Town Cafe,37.81738679599543,-122.26322277928193,Pet Café,https://www.yelp.com/biz/cat-town-cafe-oakland,4,288 
62,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Beauty's Bagel Shop,37.82783115240899,-122.26472891128223,Bagel Shop,https://www.yelp.com/biz/beautys-bagel-shop-oakland,2,106 
63,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Doña,37.823397,-122.255967,Mexican Restaurant,https://www.yelp.com/biz/doña-oakland,3.5,879 
64,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,The Wolf,37.82456023488045,-122.25497179256816,American Restaurant,https://www.yelp.com/biz/the-wolf-oakland,4,1363 
65,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Dan Sung Sa,37.81718846493942,-122.26790572901874,Korean Restaurant,https://www.yelp.com/biz/dan-sung-sa-oakland,4,813 
66,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,CHICA Oakland,37.81659637315359,-122.25726903999305,Mexican Restaurant,https://www.yelp.com/biz/chica-oakland-oakland,4.5,213 
67,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Chipotle Mexican Grill,37.81919,-122.262585,Mexican Restaurant,https://www.yelp.com/biz/chipotle-mexican-grill-oakland,3.5,435 
68,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Seoul Gom Tang,37.826757122985306,-122.26535636663958,Korean Restaurant,https://www.yelp.com/biz/seoul-gom-tang-oakland,4.5,57 
69,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Homeroom,37.82848621485799,-122.25998758330343,Mac & Cheese Joint,https://www.yelp.com/biz/homeroom-oakland,4,353 
70,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Homeroom To Go,37.82874318199587,-122.26092438859762,Mac & Cheese Joint,https://www.yelp.com/biz/homeroom-to-go-oakland,3.5,374 
71,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Clove & Hoof Restaurant,37.82770819043962,-122.25674771760941,American Restaurant,https://www.yelp.com/biz/clove-and-hoof-restaurant-oakland,3,199 
72,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Commis,37.824654473412735,-122.25485618121579,New American Restaurant,https://www.yelp.com/biz/commis-oakland,4,405 
73,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Dareye Cafe,37.814865000000005,-122.26733999999999,Ethiopian Restaurant,https://www.yelp.com/biz/dareye-cafe-oakland,4.5,129 
74,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Koffee Pot,37.815086545567844,-122.26814584807482,Breakfast Spot,https://www.yelp.com/biz/koffee-pot-oakland,4.5,167 
75,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Tacos Oscar,37.82867227053555,-122.26046198855781,Food Truck,https://www.yelp.com/biz/tacos-oscar-oakland,4.5,85 
76,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Kitchener Oakland,37.81325265438022,-122.264629783595,Bakery,https://www.yelp.com/biz/kitchener-oakland-oakland,4,75 
77,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Mua Oakland Bar & Restaurant,37.81410757834559,-122.26433198353656,American Restaurant,https://www.yelp.com/biz/mua-oakland-bar-and-restaurant-oakland,[],[]
78,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Firebrand Artisan Breads,37.812876464704985,-122.26617896959972,Bakery,https://www.yelp.com/biz/firebrand-artisan-breads-oakland,3.5,270 
79,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Teni,37.82790833950397,-122.25667476654053,Burmese Restaurant,https://www.yelp.com/biz/teni-oakland,4.5,339 
80,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Cato's Ale House,37.82490541803088,-122.25454266435216,Gastropub,https://www.yelp.com/biz/catos-ale-house-oakland,4,639 
81,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,TrueBurger,37.82861298074263,-122.25621027338147,Burger Joint,https://www.yelp.com/biz/trueburger-oakland,4,1688 
82,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Monster Pho,37.827027351175,-122.25719786589481,Vietnamese Restaurant,https://www.yelp.com/biz/monster-pho-oakland,4,1021 
83,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Geta Sushi,37.826641752344,-122.25288462763592,Japanese Restaurant,https://www.yelp.com/biz/geta-sushi-oakland,4,1697 
84,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Blind Tiger,37.81584825769534,-122.26768968277607,Asian Restaurant,https://www.yelp.com/biz/blind-tiger-oakland,4,920 
85,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Homestead,37.82597647766981,-122.25309954251948,American Restaurant,https://www.yelp.com/biz/homestead-oakland,4,456 
86,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Wooden Table Cafe,37.81184755939576,-122.26629757301463,Café,https://www.yelp.com/biz/wooden-table-cafe-oakland,[],[]
87,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Forage Kitchen,37.81456117805781,-122.2672128141661,Café,https://www.yelp.com/biz/forage-kitchen-oakland,5,26 
88,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Oasis Food Market,37.819853869582644,-122.26714464089861,Middle Eastern Restaurant,https://www.yelp.com/biz/oasis-food-market-oakland,3.5,430 
89,Alta Bates Summit Medical Center,37.821647600000006,-122.26296699999999,Oakland,Hella Vegan Eats,37.81560509025389,-122.2680444766949,Food Truck,https://www.yelp.com/biz/hella-vegan-eats-oakland,4,433 
90,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Starbread,37.955460701555936,-122.33626983881605,Bakery,https://www.yelp.com/biz/starbread-san-pablo,4.5,583 
91,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,El Pollo Loco,37.950971,-122.332886,Fast Food Restaurant,https://www.yelp.com/biz/el-pollo-loco-san-pablo,2,106 
92,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Americana's Pizza/Taqueria,37.95486767701903,-122.33406182132444,Pizza Place,https://www.yelp.com/biz/americanas-pizza/taqueria-san-pablo,4,108 
93,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Blue Bay Thai Cuisine,37.95565142347947,-122.33619659634726,Asian Restaurant,https://www.yelp.com/biz/blue-bay-thai-cuisine-san-pablo,4,214 
94,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Taqueria La Bamba - Richmond,37.93633839544606,-122.32572397445279,Latin American Restaurant,https://www.yelp.com/biz/taqueria-la-bamba---richmond-san-pablo,4.5,496 
95,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Portumex Restaurant,37.942507039915945,-122.347755270685,Mexican Restaurant,https://www.yelp.com/biz/portumex-restaurant-san-pablo,3.5,147 
96,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,La Strada Italian Restaurant,37.9559819,-122.3429509,Italian Restaurant,https://www.yelp.com/biz/la-strada-italian-restaurant-san-pablo,4,507 
97,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Sukie's Country Kitchen,37.96536558850649,-122.34157182778719,American Restaurant,https://www.yelp.com/biz/sukies-country-kitchen-san-pablo,3.5,277 
98,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Rockin' Crawfish,37.966026,-122.343161,Seafood Restaurant,https://www.yelp.com/biz/rockin-crawfish-san-pablo,4,1307 
99,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Nation's Giant Hamburgers,37.95369407532351,-122.33346005995061,American Restaurant,https://www.yelp.com/biz/nations-giant-hamburgers-san-pablo,4,679 
100,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Tacos Los Primos (Burrito Truck),37.93803555449376,-122.34751450295654,Food Truck,https://www.yelp.com/biz/tacos-los-primos-(burrito-truck)-san-pablo,3.5,596 
101,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Door De Jalisco Taco Truck,37.93599114066178,-122.34970864838641,Food Truck,https://www.yelp.com/biz/door-de-jalisco-taco-truck-san-pablo,4,427 
102,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,CJ's Barbecue & Fish,37.93570633148739,-122.34617517874442,BBQ Joint,https://www.yelp.com/biz/cjs-barbecue-and-fish-san-pablo,3.5,232 
103,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Jersey Mike's Subs,37.95439759385729,-122.33200151688837,Sandwich Place,https://www.yelp.com/biz/jersey-mikes-subs-san-pablo,3.5,304 
104,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Huong Tra,37.93458460460347,-122.32500589877152,Vietnamese Restaurant,https://www.yelp.com/biz/huong-tra-san-pablo,4,2223 
105,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Taqueria Maria,37.983168238937274,-122.3176914700373,Mexican Restaurant,https://www.yelp.com/biz/taqueria-maria-san-pablo,3.5,270 
106,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Andy's Donut Stop,37.947475734012656,-122.34784097053722,Donut Shop,https://www.yelp.com/biz/andys-donut-stop-san-pablo,4,78 
107,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Mi Virgencita Taqueria Taco Truck,37.959290851297,-122.33076066086993,Food Truck,https://www.yelp.com/biz/mi-virgencita-taqueria-taco-truck-san-pablo,4,200 
108,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Phở Thái Hùng,37.946544553799484,-122.33018979314981,Vietnamese Restaurant,https://www.yelp.com/biz/phở-thái-hùng-san-pablo,2.5,13 
109,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Banana Leaf Thai Cuisine,37.92927064067849,-122.32107683015211,Thai Restaurant,https://www.yelp.com/biz/banana-leaf-thai-cuisine-san-pablo,3.5,219 
110,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Angelo's Deli,37.93163876175465,-122.32342705402739,Deli / Bodega,https://www.yelp.com/biz/angelos-deli-san-pablo,3.5,89 
111,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,GangNam Tofu,37.92713454063715,-122.31964210063985,Korean Restaurant,https://www.yelp.com/biz/gangnam-tofu-san-pablo,4,850 
112,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Kaliente,37.96600284300769,-122.31473732828475,Latin American Restaurant,https://www.yelp.com/biz/kaliente-san-pablo,[],[]
113,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Los Moles Hecho En Casa,37.92054254146899,-122.31618180643042,Mexican Restaurant,https://www.yelp.com/biz/los-moles-hecho-en-casa-san-pablo,[],[]
114,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Tacos Rodriguez,37.9711084060453,-122.30582147507815,Food Truck,https://www.yelp.com/biz/tacos-rodriguez-san-pablo,4,676 
115,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Caspers,37.935149501809086,-122.34491562658056,Hot Dog Joint,https://www.yelp.com/biz/caspers-san-pablo,4,831 
116,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,3 hermanas,37.942831680985414,-122.32997253086539,Mexican Restaurant,https://www.yelp.com/biz/3-hermanas-san-pablo,3.5,673 
117,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,In-N-Out Burger,37.989058,-122.310741,Fast Food Restaurant,https://www.yelp.com/biz/in-n-out-burger-san-pablo,4,569 
118,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Empire Buffet,37.95587129178859,-122.33186792423568,Chinese Restaurant,https://www.yelp.com/biz/empire-buffet-san-pablo,2.5,88 
119,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Round Table Pizza,37.9888869354921,-122.31120278956834,Pizza Place,https://www.yelp.com/biz/round-table-pizza-san-pablo,3.5,1101 
120,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Starbread,37.955460701555936,-122.33626983881605,Bakery,https://www.yelp.com/biz/starbread-san-pablo,4.5,583 
121,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,El Pollo Loco,37.950971,-122.332886,Fast Food Restaurant,https://www.yelp.com/biz/el-pollo-loco-san-pablo,2,106 
122,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Americana's Pizza/Taqueria,37.95486767701903,-122.33406182132444,Pizza Place,https://www.yelp.com/biz/americanas-pizza/taqueria-san-pablo,4,175 
123,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Taqueria La Bamba - Richmond,37.93633839544606,-122.32572397445279,Latin American Restaurant,https://www.yelp.com/biz/taqueria-la-bamba---richmond-san-pablo,4.5,108 
124,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Blue Bay Thai Cuisine,37.95565142347947,-122.33619659634726,Asian Restaurant,https://www.yelp.com/biz/blue-bay-thai-cuisine-san-pablo,4,464 
125,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Portumex Restaurant,37.942507039915945,-122.347755270685,Mexican Restaurant,https://www.yelp.com/biz/portumex-restaurant-san-pablo,4,849 
126,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,La Strada Italian Restaurant,37.9559819,-122.3429509,Italian Restaurant,https://www.yelp.com/biz/la-strada-italian-restaurant-san-pablo,3.5,81 
127,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Sukie's Country Kitchen,37.96536558850649,-122.34157182778719,American Restaurant,https://www.yelp.com/biz/sukies-country-kitchen-san-pablo,3.5,253 
128,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Nation's Giant Hamburgers,37.95369407532351,-122.33346005995061,American Restaurant,https://www.yelp.com/biz/nations-giant-hamburgers-san-pablo,4,679 
129,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Rockin' Crawfish,37.966026,-122.343161,Seafood Restaurant,https://www.yelp.com/biz/rockin-crawfish-san-pablo,3.5,410 
130,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Tacos Los Primos (Burrito Truck),37.93803555449376,-122.34751450295654,Food Truck,https://www.yelp.com/biz/tacos-los-primos-(burrito-truck)-san-pablo,3.5,596 
131,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Door De Jalisco Taco Truck,37.93599114066178,-122.34970864838641,Food Truck,https://www.yelp.com/biz/door-de-jalisco-taco-truck-san-pablo,4,427 
132,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,CJ's Barbecue & Fish,37.93570633148739,-122.34617517874442,BBQ Joint,https://www.yelp.com/biz/cjs-barbecue-and-fish-san-pablo,3.5,232 
133,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Jersey Mike's Subs,37.95439759385729,-122.33200151688837,Sandwich Place,https://www.yelp.com/biz/jersey-mikes-subs-san-pablo,3.5,19 
