,Hospital,Hospital Latitude,Hospital Longitude,Venue City,Venue,Venue Latitude,Venue Longitude,Venue Category,yelp_link,ratings,reviews
375,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,8-Twelve Oriental Market,37.73088926019489,-122.1603450491621,Vietnamese Restaurant,https://www.yelp.com/biz/8-twelve-oriental-market-oakland,4,276 
376,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,In-N-Out Burger,37.74030411687768,-122.19835780149388,Fast Food Restaurant,https://www.yelp.com/biz/in-n-out-burger-oakland,4,1001 
377,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Le Soleil Vietnamese Noodles & Grill,37.72327909417021,-122.15371120351537,Vietnamese Restaurant,https://www.yelp.com/biz/le-soleil-vietnamese-noodles-and-grill-oakland,4,466 
378,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,"Championship Plaza, Food Trucks",37.75072986969877,-122.2019551519979,Food Truck,"https://www.yelp.com/biz/championship-plaza,-food-trucks-oakland",4,2169 
379,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Mountain Mike's Pizza,37.7254578473006,-122.15847003582836,Pizza Place,https://www.yelp.com/biz/mountain-mikes-pizza-oakland,2.5,106 
380,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,maejoo,37.722751,-122.154362,Korean Restaurant,https://www.yelp.com/biz/maejoo-oakland,4,471 
381,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Joaquin Deli,37.72267871823052,-122.15367257595062,Deli / Bodega,https://www.yelp.com/biz/joaquin-deli-oakland,4,342 
382,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,85C Bakery Cafe,37.724761,-122.156928,Bakery,https://www.yelp.com/biz/85c-bakery-cafe-oakland,4,901 
383,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Chubby Freeze,37.7457097350528,-122.19574365021683,Burger Joint,https://www.yelp.com/biz/chubby-freeze-oakland,3.5,89 
384,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Sweet Fingers,37.73196712840632,-122.16115618739083,Caribbean Restaurant,https://www.yelp.com/biz/sweet-fingers-oakland,4,192 
385,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,#1 Seafood & Chicken,37.79033351607185,-122.19743454799712,Southern / Soul Food Restaurant,https://www.yelp.com/biz/#1-seafood-and-chicken-oakland,4,210 
386,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,"Tacos ""El Jaliciense""",37.74678549773524,-122.19484461333597,Food Truck,"https://www.yelp.com/biz/tacos-""el-jaliciense""-oakland",4,1450 
387,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Lucky Donuts & Sandwiches,37.79040092425824,-122.19748476924849,Breakfast Spot,https://www.yelp.com/biz/lucky-donuts-and-sandwiches-oakland,4.5,86 
388,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Hoagy Steak,37.73006905160643,-122.1600658672764,American Restaurant,https://www.yelp.com/biz/hoagy-steak-oakland,4,743 
389,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Ali Baba Grill,37.744905,-122.15439,Mediterranean Restaurant,https://www.yelp.com/biz/ali-baba-grill-oakland,4.5,101 
390,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Falafel's Drive-In,37.32362107805529,-121.9350096149804,Falafel Restaurant,https://www.yelp.com/biz/falafels-drive-in-san-jose,4,4339 
391,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Bill's Cafe,37.328365034826746,-121.93189611740121,Café,https://www.yelp.com/biz/bills-cafe-san-jose,4,2042 
392,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Walia Ethiopian Cuisine,37.32256650587305,-121.93237699849145,Ethiopian Restaurant,https://www.yelp.com/biz/walia-ethiopian-cuisine-san-jose,3.5,546 
393,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Din Tai Fung 鼎泰豐,37.326061917593236,-121.94411151166773,Dumpling Restaurant,https://www.yelp.com/biz/din-tai-fung-鼎泰豐-san-jose,[],[]
394,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Dia De Pesca Si Food,37.324587037155396,-121.93225931351203,Mexican Restaurant,https://www.yelp.com/biz/dia-de-pesca-si-food-san-jose,[],[]
395,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Super Duper Burger,37.3263393,-121.9441377,Burger Joint,https://www.yelp.com/biz/super-duper-burger-san-jose,3.5,673 
396,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Pizza Antica,37.321813747996174,-121.9479433332541,Pizza Place,https://www.yelp.com/biz/pizza-antica-san-jose,4,2680 
397,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Veggie Grill,37.3210308,-121.949022,Vegetarian / Vegan Restaurant,https://www.yelp.com/biz/veggie-grill-san-jose,2.5,109 
398,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Mendocino Farms,37.318976027159,-121.94848070804896,American Restaurant,https://www.yelp.com/biz/mendocino-farms-san-jose,4,444 
399,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Yuki Sushi,37.330468897619596,-121.95081084370817,Sushi Restaurant,https://www.yelp.com/biz/yuki-sushi-san-jose,4,1191 
400,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Khanh's,37.32220096369983,-121.9503545554326,Vietnamese Restaurant,https://www.yelp.com/biz/khanhs-san-jose,3.5,601 
401,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Ramen Nagi,37.325158613618164,-121.94730314654542,Ramen Restaurant,https://www.yelp.com/biz/ramen-nagi-san-jose,4.5,1211 
402,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Chipotle Mexican Grill,37.32618147878997,-121.94483041763304,Mexican Restaurant,https://www.yelp.com/biz/chipotle-mexican-grill-san-jose,2.5,264 
403,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Yard House,37.32289610145938,-121.94787831491988,American Restaurant,https://www.yelp.com/biz/yard-house-san-jose,3.5,3569 
404,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Koja Kitchen,37.326254136102456,-121.94438071331399,Korean Restaurant,https://www.yelp.com/biz/koja-kitchen-san-jose,4,179 
405,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Auntie Anne's,37.32540393577827,-121.94682861738582,Snack Place,https://www.yelp.com/biz/auntie-annes-san-jose,2.5,12 
406,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,New Krung Thai Restaurant,37.32754041707576,-121.94995520657287,Thai Restaurant,https://www.yelp.com/biz/new-krung-thai-restaurant-san-jose,3.5,263 
407,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Must Be Thai,37.323763590917096,-121.95160331934663,Thai Restaurant,https://www.yelp.com/biz/must-be-thai-san-jose,4,904 
408,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Park Station Hashery,37.33394211983764,-121.92457449302309,New American Restaurant,https://www.yelp.com/biz/park-station-hashery-san-jose,4,78 
409,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,LB Steak,37.32256527437973,-121.94787717082842,Steakhouse,https://www.yelp.com/biz/lb-steak-san-jose,3.5,270 
410,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Gulzaar Halaal,37.32332145584101,-121.9279597153791,Middle Eastern Restaurant,https://www.yelp.com/biz/gulzaar-halaal-san-jose,4.5,38 
411,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,A Slice of New York,37.32351925455433,-121.95904212650413,Pizza Place,https://www.yelp.com/biz/a-slice-of-new-york-san-jose,4,168 
412,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Westfield Valley Fair New Dining Terrace,37.32621366755871,-121.94434301413287,Food Court,https://www.yelp.com/biz/westfield-valley-fair-new-dining-terrace-san-jose,[],[]
413,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Emc Seafood & Raw Bar,37.319815261930856,-121.94790582927632,Seafood Restaurant,https://www.yelp.com/biz/emc-seafood-and-raw-bar-san-jose,4,723 
414,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Boudin Bakery Café Valley Fair,37.326231,-121.944707,Bakery,https://www.yelp.com/biz/boudin-bakery-café-valley-fair-san-jose,[],[]
415,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Achilles,37.33762617492375,-121.95093775971598,Middle Eastern Restaurant,https://www.yelp.com/biz/achilles-san-jose,5,1365 
416,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Crepes Bistro,37.33925103977609,-121.93844124921507,Restaurant,https://www.yelp.com/biz/crepes-bistro-san-jose,4.5,794 
417,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Ike's Sandwiches,37.34460383642609,-121.93286117841694,Sandwich Place,https://www.yelp.com/biz/ikes-sandwiches-san-jose,4,275 
418,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Bazille,37.326298918024385,-121.9469349681077,American Restaurant,https://www.yelp.com/biz/bazille-san-jose,3.5,19 
419,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Slider's Burgers,37.32372534488308,-121.92080437884297,Burger Joint,https://www.yelp.com/biz/sliders-burgers-san-jose,4,1076 
420,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Genova's Deli,38.323006429453436,-122.3034279586826,Deli / Bodega,https://www.yelp.com/biz/genovas-deli-napa,3.5,132 
421,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,The Habit Burger Grill,38.32106,-122.306791,Burger Joint,https://www.yelp.com/biz/the-habit-burger-grill-napa,3.5,244 
422,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Heritage Eats,38.32382558775512,-122.30701573326421,Fast Food Restaurant,https://www.yelp.com/biz/heritage-eats-napa,4.5,741 
423,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Juju's kitchen,38.320425,-122.30719099999999,Mediterranean Restaurant,https://www.yelp.com/biz/jujus-kitchen-napa,4,539 
424,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,The Q Restaurant & Bar,38.32352139107292,-122.30748653411865,American Restaurant,https://www.yelp.com/biz/the-q-restaurant-and-bar-napa,3.5,504 
425,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Trancas Steakhouse,38.323378395654075,-122.29569765740513,Steakhouse,https://www.yelp.com/biz/trancas-steakhouse-napa,4.5,200 
426,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Galpão Gaucho,38.33116255687069,-122.31715177321728,Brazilian Restaurant,https://www.yelp.com/biz/galpão-gaucho-napa,4,631 
427,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Villa Corona Cocina Mexicana,38.322482998655126,-122.30522638508232,Mexican Restaurant,https://www.yelp.com/biz/villa-corona-cocina-mexicana-napa,[],[]
428,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Foodshed Take Away,38.32098115476708,-122.30723903344476,Italian Restaurant,https://www.yelp.com/biz/foodshed-take-away-napa,4.5,243 
429,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Mary's Pizza Shack,38.316953734241736,-122.29854437368905,Pizza Place,https://www.yelp.com/biz/marys-pizza-shack-napa,3,165 
430,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Wendy’s,38.32272383879447,-122.30237520773699,Fast Food Restaurant,https://www.yelp.com/biz/wendy’s-napa,2.5,42 
431,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Sushi Haku,38.31926992209877,-122.2981941166307,Japanese Restaurant,https://www.yelp.com/biz/sushi-haku-napa,4,341 
432,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,La Taquiza Fish Tacos,38.32093742933368,-122.30794787406923,Mexican Restaurant,https://www.yelp.com/biz/la-taquiza-fish-tacos-napa,4,276 
433,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Cole's Chop House,38.30016338387468,-122.28609463964015,Steakhouse,https://www.yelp.com/biz/coles-chop-house-napa,4,1001 
434,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Hog Island Oyster Co.,38.30191470011148,-122.28178081710514,Seafood Restaurant,https://www.yelp.com/biz/hog-island-oyster-co.-napa,4,712 
435,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Gott's Roadside,38.30123807298852,-122.28187159210017,Burger Joint,https://www.yelp.com/biz/gotts-roadside-napa,4,2168 
436,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Il Posto,38.33623762749685,-122.32266011486638,Italian Restaurant,https://www.yelp.com/biz/il-posto-napa,4,447 
437,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Squeeze Inn,38.31954501376706,-122.31088176937882,Burger Joint,https://www.yelp.com/biz/squeeze-inn-napa,4,471 
438,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Red Rock Cafe,38.308942389974355,-122.29369677440808,BBQ Joint,https://www.yelp.com/biz/red-rock-cafe-napa,4.5,317 
439,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Model Bakery,38.30134557125463,-122.28201203184878,Bakery,https://www.yelp.com/biz/model-bakery-napa,4,901 
440,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Zuzu,38.29822907949271,-122.28471980130121,Tapas Restaurant,https://www.yelp.com/biz/zuzu-napa,4,1412 
441,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Gran Electrica,38.30148940946725,-122.28751979632997,Mexican Restaurant,https://www.yelp.com/biz/gran-electrica-napa,4,192 
442,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Five Dot Ranch,38.30169920152163,-122.28162112417226,American Restaurant,https://www.yelp.com/biz/five-dot-ranch-napa,4,278 
443,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Bounty Hunter Wine Bar & Smokin' BBQ,38.29930665490534,-122.28529302248346,BBQ Joint,https://www.yelp.com/biz/bounty-hunter-wine-bar-and-smokin-bbq-napa,4,2680 
444,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Kenzo,38.29894173911216,-122.28951569917476,Sushi Restaurant,https://www.yelp.com/biz/kenzo-napa,4.5,86 
445,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,C Casa,38.3017314395617,-122.28164114658156,Mexican Restaurant,https://www.yelp.com/biz/c-casa-napa,4,743 
446,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Bistro Don Giovanni,38.34468518259595,-122.3264252390759,Italian Restaurant,https://www.yelp.com/biz/bistro-don-giovanni-napa,4,1396 
447,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Fumé Bistro,38.33255426099804,-122.31826137381175,American Restaurant,https://www.yelp.com/biz/fumé-bistro-napa,[],[]
448,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Don Perico Restaurant,38.298929439904974,-122.28586278750501,Mexican Restaurant,https://www.yelp.com/biz/don-perico-restaurant-napa,2.5,12 
449,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Butter Cream Bakery & Diner,38.30768809301645,-122.29564767799802,Breakfast Spot,https://www.yelp.com/biz/butter-cream-bakery-and-diner-napa,3.5,546 
450,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Portumex Restaurant,37.942507039915945,-122.347755270685,Mexican Restaurant,https://www.yelp.com/biz/portumex-restaurant-richmond,3.5,147 
451,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Starbread,37.955460701555936,-122.33626983881605,Bakery,https://www.yelp.com/biz/starbread-richmond,4.5,583 
452,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Tacos Los Primos (Burrito Truck),37.93803555449376,-122.34751450295654,Food Truck,https://www.yelp.com/biz/tacos-los-primos-(burrito-truck)-richmond,3.5,596 
453,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Rockin' Crawfish,37.966026,-122.343161,Seafood Restaurant,https://www.yelp.com/biz/rockin-crawfish-richmond,4,806 
454,Richmond Medical Center,37.9549899,-122.3671315,Richmond,El Pollo Loco,37.950971,-122.332886,Fast Food Restaurant,https://www.yelp.com/biz/el-pollo-loco-richmond,2,106 
455,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Door De Jalisco Taco Truck,37.93599114066178,-122.34970864838641,Food Truck,https://www.yelp.com/biz/door-de-jalisco-taco-truck-richmond,4,427 
456,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Sukie's Country Kitchen,37.96536558850649,-122.34157182778719,American Restaurant,https://www.yelp.com/biz/sukies-country-kitchen-richmond,3.5,643 
457,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Taqueria La Bamba - Richmond,37.93633839544606,-122.32572397445279,Latin American Restaurant,https://www.yelp.com/biz/taqueria-la-bamba---richmond-richmond,4.5,496 
458,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Americana's Pizza/Taqueria,37.95486767701903,-122.33406182132444,Pizza Place,https://www.yelp.com/biz/americanas-pizza/taqueria-richmond,4,108 
459,Richmond Medical Center,37.9549899,-122.3671315,Richmond,La Strada Italian Restaurant,37.9559819,-122.3429509,Italian Restaurant,https://www.yelp.com/biz/la-strada-italian-restaurant-richmond,4,253 
460,Richmond Medical Center,37.9549899,-122.3671315,Richmond,CJ's Barbecue & Fish,37.93570633148739,-122.34617517874442,BBQ Joint,https://www.yelp.com/biz/cjs-barbecue-and-fish-richmond,3.5,232 
461,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Great American Hamburger & Pie Co,37.924401290638926,-122.38368173666088,Burger Joint,https://www.yelp.com/biz/great-american-hamburger-and-pie-co-richmond,4,179 
462,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Blue Bay Thai Cuisine,37.95565142347947,-122.33619659634726,Asian Restaurant,https://www.yelp.com/biz/blue-bay-thai-cuisine-richmond,4,214 
463,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Hotel Mac Restaurant,37.92727474170401,-122.3847084339065,American Restaurant,https://www.yelp.com/biz/hotel-mac-restaurant-richmond,3.5,263 
464,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Kao Sarn Thai Food,37.92679627294792,-122.38527081460867,Thai Restaurant,https://www.yelp.com/biz/kao-sarn-thai-food-richmond,4,2041 
465,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Andy's Donut Stop,37.947475734012656,-122.34784097053722,Donut Shop,https://www.yelp.com/biz/andys-donut-stop-richmond,4,78 
466,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Taqueria Maria,37.983168238937274,-122.3176914700373,Mexican Restaurant,https://www.yelp.com/biz/taqueria-maria-richmond,3.5,291 
467,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Frosty King,37.929647726437054,-122.36027043866467,American Restaurant,https://www.yelp.com/biz/frosty-king-richmond,4.5,38 
468,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Bubbaloo Cafe,37.91233272091323,-122.35508588742765,Café,https://www.yelp.com/biz/bubbaloo-cafe-richmond,4,169 
469,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Nation's Giant Hamburgers,37.95369407532351,-122.33346005995061,American Restaurant,https://www.yelp.com/biz/nations-giant-hamburgers-richmond,4,679 
470,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Huong Tra,37.93458460460347,-122.32500589877152,Vietnamese Restaurant,https://www.yelp.com/biz/huong-tra-richmond,4,2223 
471,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Caspers,37.935149501809086,-122.34491562658056,Hot Dog Joint,https://www.yelp.com/biz/caspers-richmond,4,831 
472,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Banana Leaf Thai Cuisine,37.92927064067849,-122.32107683015211,Thai Restaurant,https://www.yelp.com/biz/banana-leaf-thai-cuisine-richmond,4.5,188 
473,Richmond Medical Center,37.9549899,-122.3671315,Richmond,GangNam Tofu,37.92713454063715,-122.31964210063985,Korean Restaurant,https://www.yelp.com/biz/gangnam-tofu-richmond,4,850 
474,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Angelo's Deli,37.93163876175465,-122.32342705402739,Deli / Bodega,https://www.yelp.com/biz/angelos-deli-richmond,4,352 
475,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Jersey Mike's Subs,37.95439759385729,-122.33200151688837,Sandwich Place,https://www.yelp.com/biz/jersey-mikes-subs-richmond,3.5,304 
476,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Assemble Restaurant,37.909570062205894,-122.35766153373024,Restaurant,https://www.yelp.com/biz/assemble-restaurant-richmond,5,446 
477,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Point Richmond Market & Deli,37.9264094632575,-122.38586786361411,Sandwich Place,https://www.yelp.com/biz/point-richmond-market-and-deli-richmond,3.5,132 
478,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Mi Virgencita Taqueria Taco Truck,37.959290851297,-122.33076066086993,Food Truck,https://www.yelp.com/biz/mi-virgencita-taqueria-taco-truck-richmond,4,200 
479,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Phở Thái Hùng,37.946544553799484,-122.33018979314981,Vietnamese Restaurant,https://www.yelp.com/biz/phở-thái-hùng-richmond,2.5,13 
480,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,The Restaurant at Meadowood,38.52260458993654,-122.46743617977907,New American Restaurant,https://www.yelp.com/biz/the-restaurant-at-meadowood-saint-helena,4,221 
481,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Brasswood Bar + Kitchen,38.52798035913518,-122.50144396811707,American Restaurant,https://www.yelp.com/biz/brasswood-bar-+-kitchen-saint-helena,[],[]
482,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,The Grill at Meadowood,38.52268308984441,-122.4675007809209,American Restaurant,https://www.yelp.com/biz/the-grill-at-meadowood-saint-helena,3.5,103 
483,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Archetype,38.5054663739798,-122.4709157786673,New American Restaurant,https://www.yelp.com/biz/archetype-saint-helena,4,631 
484,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Gott's Roadside,38.50204450957238,-122.46530077176818,Burger Joint,https://www.yelp.com/biz/gotts-roadside-saint-helena,3,413 
485,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Acacia House,38.509454330543164,-122.47843495785355,Restaurant,https://www.yelp.com/biz/acacia-house-saint-helena,3.5,161 
486,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Goose & Gander,38.5030482468102,-122.46844111115529,American Restaurant,https://www.yelp.com/biz/goose-and-gander-saint-helena,4,692 
487,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,The Conservatory At Greystone,38.51448263328784,-122.48365476538291,American Restaurant,https://www.yelp.com/biz/the-conservatory-at-greystone-saint-helena,[],[]
488,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,The Charter Oak,38.50178,-122.4639,New American Restaurant,https://www.yelp.com/biz/the-charter-oak-saint-helena,4,1132 
489,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Pizzeria Tra Vigne,38.50246814219947,-122.46501780844962,Pizza Place,https://www.yelp.com/biz/pizzeria-tra-vigne-saint-helena,4,517 
490,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,The Model Bakery,38.504898651263936,-122.46985111030709,Bakery,https://www.yelp.com/biz/the-model-bakery-saint-helena,4,742 
491,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Market,38.50483924410809,-122.46975748968731,American Restaurant,https://www.yelp.com/biz/market-saint-helena,3,349 
492,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,The Lakehouse,38.58337777605224,-122.50738812500046,Breakfast Spot,https://www.yelp.com/biz/the-lakehouse-saint-helena,4,42 
493,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Cook St. Helena,38.504497186255946,-122.4689473882077,Italian Restaurant,https://www.yelp.com/biz/cook-st.-helena-saint-helena,4,412 
494,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,St. Helena Bistro,38.503761711132704,-122.46758317342348,American Restaurant,https://www.yelp.com/biz/st.-helena-bistro-saint-helena,4,135 
495,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Himalayan Sherpa Kitchen,38.50382903127069,-122.46765186977457,Restaurant,https://www.yelp.com/biz/himalayan-sherpa-kitchen-saint-helena,4.5,619 
496,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,W F Giugni & Son Grocery Co,38.50415166165271,-122.46849129665934,Sandwich Place,https://www.yelp.com/biz/w-f-giugni-and-son-grocery-co-saint-helena,4.5,322 
497,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Press Restaurant,38.489049106178214,-122.4505695859393,Steakhouse,https://www.yelp.com/biz/press-restaurant-saint-helena,4,943 
498,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Two Birds/One Stone,38.5252674318986,-122.49736291168439,Japanese Restaurant,https://www.yelp.com/biz/two-birds/one-stone-saint-helena,4.5,360 
499,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Gillwoods Cafe,38.504427753331115,-122.4691267109325,Breakfast Spot,https://www.yelp.com/biz/gillwoods-cafe-saint-helena,3.5,562 
500,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Bakery Cafe by illy @ Greystone CIA,38.5145311567552,-122.48466895035472,Café,https://www.yelp.com/biz/bakery-cafe-by-illy-@-greystone-cia-saint-helena,3.5,466 
501,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Azteca Market,38.50060394402883,-122.46380878868267,Mexican Restaurant,https://www.yelp.com/biz/azteca-market-saint-helena,4,122 
502,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,The Restaurant at Auberge du Soleil,38.49340387055577,-122.40607777007175,Restaurant,https://www.yelp.com/biz/the-restaurant-at-auberge-du-soleil-saint-helena,4.5,807 
503,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Solbar at Solage Calistoga,38.58401531,-122.5708454,New American Restaurant,https://www.yelp.com/biz/solbar-at-solage-calistoga-saint-helena,4,1056 
504,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Sam's Social Club,38.5822062,-122.5752484,American Restaurant,https://www.yelp.com/biz/sams-social-club-saint-helena,4,656 
505,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Evangeline,38.578995,-122.57963,Bistro,https://www.yelp.com/biz/evangeline-saint-helena,3.5,157 
506,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Golden Harvest,38.494249583215016,-122.45689113433177,Chinese Restaurant,https://www.yelp.com/biz/golden-harvest-saint-helena,4,307 
507,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,All Seasons Bistro,38.57869717274839,-122.57885142099335,American Restaurant,https://www.yelp.com/biz/all-seasons-bistro-saint-helena,[],[]
508,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Puerto Vallarta Restaurant,38.57997503729362,-122.57874002767822,Mexican Restaurant,https://www.yelp.com/biz/puerto-vallarta-restaurant-saint-helena,4.5,10 
509,Adventist Health St. Helena,38.5425608,-122.4747622,Saint Helena,Sushi Mambo,38.58153407986171,-122.57711081337747,Japanese Restaurant,https://www.yelp.com/biz/sushi-mambo-saint-helena,4,125 
510,Sequoia Hospital,37.480085200000005,-122.25430630000001,San Carlos,Johnston's Saltbox,37.49418653695923,-122.24647814623847,American Restaurant,https://www.yelp.com/biz/johnstons-saltbox-san-carlos,3.5,169 
