,Hospital,Hospital Latitude,Hospital Longitude,Venue City,Venue,Venue Latitude,Venue Longitude,Venue Category,yelp_link,rating,reviews
345,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Huong Tra,37.93458460460347,-122.32500589877152,Vietnamese Restaurant,https://www.yelp.com/biz/huong-tra-richmond,4,721 
346,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Angelo's Deli,37.93163876175465,-122.32342705402739,Deli / Bodega,https://www.yelp.com/biz/angelos-deli-richmond,4 star rating,225 reviews
347,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Assemble Restaurant,37.909570062205894,-122.35766153373024,Restaurant,https://www.yelp.com/biz/assemble-restaurant-richmond,[],[]
348,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Point Richmond Market & Deli,37.9264094632575,-122.38586786361411,Sandwich Place,https://www.yelp.com/biz/point-richmond-market-and-deli-richmond,3.5,131 
349,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,La Strada Italian Restaurant,37.9559819,-122.3429509,Italian Restaurant,https://www.yelp.com/biz/la-strada-italian-restaurant-richmond,4,352 
350,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Caspers,37.935149501809086,-122.34491562658056,Hot Dog Joint,https://www.yelp.com/biz/caspers-richmond,[],[]
351,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Brezo,37.9263378,-122.3848782,Fast Food Restaurant,https://www.yelp.com/biz/brezo-richmond,4,230 
352,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Banana Leaf Thai Cuisine,37.92927064067849,-122.32107683015211,Thai Restaurant,https://www.yelp.com/biz/banana-leaf-thai-cuisine-richmond,[],[]
353,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,GangNam Tofu,37.92713454063715,-122.31964210063985,Korean Restaurant,https://www.yelp.com/biz/gangnam-tofu-richmond,[],[]
354,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Blue Bay Thai Cuisine,37.95565142347947,-122.33619659634726,Asian Restaurant,https://www.yelp.com/biz/blue-bay-thai-cuisine-richmond,3.5,435 
355,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Los Moles Hecho En Casa,37.92054254146899,-122.31618180643042,Mexican Restaurant,https://www.yelp.com/biz/los-moles-hecho-en-casa-richmond,[],[]
356,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Rockin' Crawfish,37.966026,-122.343161,Seafood Restaurant,https://www.yelp.com/biz/rockin-crawfish-richmond,4,405 
357,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Hacienda Grill,37.9367328783061,-122.35952019471151,Mexican Restaurant,https://www.yelp.com/biz/hacienda-grill-richmond,3,151 
358,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Little China Restaurant,37.92653653520996,-122.38556265206458,Chinese Restaurant,https://www.yelp.com/biz/little-china-restaurant-richmond,4,145 
359,Kaiser Richmond Field Hospital,37.9371877,-122.36055590000001,Richmond,Pikanhas Brazilian Steakhouse,37.92527033101056,-122.38474727329903,Steakhouse,https://www.yelp.com/biz/pikanhas-brazilian-steakhouse-richmond,3.5,488 
360,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,In-N-Out Burger,37.68812475133126,-122.47209292330587,Fast Food Restaurant,https://www.yelp.com/biz/in-n-out-burger-daly-city,4,1131 
361,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Ike's Sandwiches,37.671480704960395,-122.47031839235413,Sandwich Place,https://www.yelp.com/biz/ikes-sandwiches-daly-city,3,413 
362,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Auntie Anne's,37.67195279601114,-122.47138537801315,Snack Place,https://www.yelp.com/biz/auntie-annes-daly-city,3.5,30 
363,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Hapag Pilipino,37.67434564494475,-122.47879554871864,Filipino Restaurant,https://www.yelp.com/biz/hapag-pilipino-daly-city,3.5,162 
364,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Poke Bowl,37.67127410851384,-122.4643624782688,Poke Place,https://www.yelp.com/biz/poke-bowl-daly-city,3.5 star rating,193 reviews
365,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,California Fish Grill,37.67092320712261,-122.46775141890927,Seafood Restaurant,https://www.yelp.com/biz/california-fish-grill-daly-city,4,690 
366,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,85C Bakery Cafe,37.67280649919514,-122.47014954020335,Bakery,https://www.yelp.com/biz/85c-bakery-cafe-daly-city,3,349 
367,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Tselogs,37.688845098197326,-122.46699516637537,Filipino Restaurant,https://www.yelp.com/biz/tselogs-daly-city,3.5,86 
368,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,In-N-Out Burger,37.66592301192627,-122.46910080146357,Fast Food Restaurant,https://www.yelp.com/biz/in-n-out-burger-daly-city,4,1131 
369,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Burma Cafe,37.67450274506029,-122.47928306907897,Burmese Restaurant,https://www.yelp.com/biz/burma-cafe-daly-city,4,942 
370,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Los Metates,37.68695392301137,-122.46957551808933,Mexican Restaurant,https://www.yelp.com/biz/los-metates-daly-city,4,307 
371,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Keith's Chicken N Waffles,37.686895819174474,-122.46961465547204,Southern / Soul Food Restaurant,https://www.yelp.com/biz/keiths-chicken-n-waffles-daly-city,4.5,618 
372,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Kukje Deli & Sushi,37.69454348561457,-122.47140103972231,Deli / Bodega,https://www.yelp.com/biz/kukje-deli-and-sushi-daly-city,4,738 
373,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Valerio's Tropical Bakeshop,37.67456234519494,-122.47898886202829,Bakery,https://www.yelp.com/biz/valerios-tropical-bakeshop-daly-city,4,121 
374,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Andersen Bakery,37.671298563987605,-122.47027353923292,Bakery,https://www.yelp.com/biz/andersen-bakery-daly-city,3.5,157 
375,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Fil-Am BBQ,37.693454215498285,-122.46561208883907,Filipino Restaurant,https://www.yelp.com/biz/fil-am-bbq-daly-city,4,998 
376,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Noodle in a Haystack,37.685521,-122.490872,Ramen Restaurant,https://www.yelp.com/biz/noodle-in-a-haystack-daly-city,5 star rating,37 reviews
377,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Koi Palace 鯉魚門海鮮茶寮 (Koi Palace),37.66612402992314,-122.46671141773949,Dim Sum Restaurant,https://www.yelp.com/biz/koi-palace-鯉魚門海鮮茶寮-(koi-palace)-daly-city,[],[]
378,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Krispy Kreme Doughnuts,37.68878422977451,-122.47160543350321,Donut Shop,https://www.yelp.com/biz/krispy-kreme-doughnuts-daly-city,3.5,464 
379,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Sam's Sandwiches & Coffee,37.69313210011544,-122.47470869096345,Sandwich Place,https://www.yelp.com/biz/sams-sandwiches-and-coffee-daly-city,4.5,358 
380,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Fresh Elements,37.68218827862967,-122.48747434342299,Asian Restaurant,https://www.yelp.com/biz/fresh-elements-daly-city,4,535 
381,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,The Habit Burger Grill,37.668882,-122.468525,Burger Joint,https://www.yelp.com/biz/the-habit-burger-grill-daly-city,3.5,562 
382,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Royal Donut,37.68182158654885,-122.48801558970725,Donut Shop,https://www.yelp.com/biz/royal-donut-daly-city,4,125 
383,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Ono Hawaiian BBQ,37.671887011707916,-122.46434302789261,Hawaiian Restaurant,https://www.yelp.com/biz/ono-hawaiian-bbq-daly-city,3 star rating,391 reviews
384,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Sheng Kee Bakery & Café,37.681782,-122.488134,Bakery,https://www.yelp.com/biz/sheng-kee-bakery-and-café-daly-city,3.5,121 
385,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Inshallah Mediterranean Cuisine,37.685801,-122.459826,Kebab Restaurant,https://www.yelp.com/biz/inshallah-mediterranean-cuisine-daly-city,4.5,302 
386,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Hawaiian Drive Inn,37.68963905482508,-122.46750390054866,BBQ Joint,https://www.yelp.com/biz/hawaiian-drive-inn-daly-city,3.5,154 
387,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Bangkok Garden,37.697113498055025,-122.48423558144431,Thai Restaurant,https://www.yelp.com/biz/bangkok-garden-daly-city,4 star rating,9 reviews
388,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Pho Huynh Hiep 4,37.6815760191909,-122.48776439706418,Vietnamese Restaurant,https://www.yelp.com/biz/pho-huynh-hiep-4-daly-city,3,251 
389,Marys Help Hospital,37.679669700000005,-122.47422399999999,Daly City,Kadok's,37.67437072972716,-122.47925557860566,Filipino Restaurant,https://www.yelp.com/biz/kadoks-daly-city,3,139 
390,Napa State Hospital,38.2783638,-122.2662994,Napa,In-N-Out Burger,38.28116053010993,-122.27619655502608,Fast Food Restaurant,https://www.yelp.com/biz/in-n-out-burger-napa,4,186 
391,Napa State Hospital,38.2783638,-122.2662994,Napa,Taqueria Zapata,38.28032645092678,-122.26780099778706,Mexican Restaurant,https://www.yelp.com/biz/taqueria-zapata-napa,4.5,55 
392,Napa State Hospital,38.2783638,-122.2662994,Napa,Forge Pizza,38.2814512694238,-122.27882015811079,Pizza Place,https://www.yelp.com/biz/forge-pizza-napa,3.5,341 
393,Napa State Hospital,38.2783638,-122.2662994,Napa,Zuzu,38.29822907949271,-122.28471980130121,Tapas Restaurant,https://www.yelp.com/biz/zuzu-napa,4,1412 
394,Napa State Hospital,38.2783638,-122.2662994,Napa,MOD Pizza,38.28568382,-122.27434488,Pizza Place,https://www.yelp.com/biz/mod-pizza-napa,4,196 
395,Napa State Hospital,38.2783638,-122.2662994,Napa,Gott's Roadside,38.30123807298852,-122.28187159210017,Burger Joint,https://www.yelp.com/biz/gotts-roadside-napa,4,2168 
396,Napa State Hospital,38.2783638,-122.2662994,Napa,Morimoto Napa,38.29703783253333,-122.28305176268864,Sushi Restaurant,https://www.yelp.com/biz/morimoto-napa-napa,4,3186 
397,Napa State Hospital,38.2783638,-122.2662994,Napa,Hog Island Oyster Co.,38.30191470011148,-122.28178081710514,Seafood Restaurant,https://www.yelp.com/biz/hog-island-oyster-co.-napa,4 star rating,940 reviews
398,Napa State Hospital,38.2783638,-122.2662994,Napa,Celadon,38.29645832044415,-122.28288913158887,American Restaurant,https://www.yelp.com/biz/celadon-napa,4,1170 
399,Napa State Hospital,38.2783638,-122.2662994,Napa,Angèle Restaurant & Bar,38.29586728510019,-122.28272204431404,French Restaurant,https://www.yelp.com/biz/angèle-restaurant-and-bar-napa,3.5,941 
400,Napa State Hospital,38.2783638,-122.2662994,Napa,Bounty Hunter Wine Bar & Smokin' BBQ,38.29930665490534,-122.28529302248346,BBQ Joint,https://www.yelp.com/biz/bounty-hunter-wine-bar-and-smokin-bbq-napa,4,1450 
401,Napa State Hospital,38.2783638,-122.2662994,Napa,Cole's Chop House,38.30016338387468,-122.28609463964015,Steakhouse,https://www.yelp.com/biz/coles-chop-house-napa,4,1001 
402,Napa State Hospital,38.2783638,-122.2662994,Napa,Sweetie Pies,38.296218423602,-122.28298738168289,Bakery,https://www.yelp.com/biz/sweetie-pies-napa,4,525 
403,Napa State Hospital,38.2783638,-122.2662994,Napa,Basalt,38.2976776759439,-122.28411623129682,Restaurant,https://www.yelp.com/biz/basalt-napa,3.5,294 
404,Napa State Hospital,38.2783638,-122.2662994,Napa,Model Bakery,38.30134557125463,-122.28201203184878,Bakery,https://www.yelp.com/biz/model-bakery-napa,4,901 
405,Napa State Hospital,38.2783638,-122.2662994,Napa,Alexis Baking Company,38.295538838990694,-122.28879332131028,Breakfast Spot,https://www.yelp.com/biz/alexis-baking-company-napa,4,958 
406,Napa State Hospital,38.2783638,-122.2662994,Napa,C Casa,38.3017314395617,-122.28164114658156,Mexican Restaurant,https://www.yelp.com/biz/c-casa-napa,4,742 
407,Napa State Hospital,38.2783638,-122.2662994,Napa,Five Dot Ranch,38.30169920152163,-122.28162112417226,American Restaurant,https://www.yelp.com/biz/five-dot-ranch-napa,4,210 
408,Napa State Hospital,38.2783638,-122.2662994,Napa,Oenotri,38.29734749469974,-122.28895584519854,Italian Restaurant,https://www.yelp.com/biz/oenotri-napa,4,896 
409,Napa State Hospital,38.2783638,-122.2662994,Napa,Napa Palisades Saloon,38.29935198568257,-122.28552883637707,American Restaurant,https://www.yelp.com/biz/napa-palisades-saloon-napa,4.5,338 
410,Napa State Hospital,38.2783638,-122.2662994,Napa,Torc,38.30042865357992,-122.28624497307736,American Restaurant,https://www.yelp.com/biz/torc-napa,4,499 
411,Napa State Hospital,38.2783638,-122.2662994,Napa,Ristorante Allegria,38.29910802261942,-122.28597986505567,Italian Restaurant,https://www.yelp.com/biz/ristorante-allegria-napa,4,1735 
412,Napa State Hospital,38.2783638,-122.2662994,Napa,Grace's Table,38.29696713020397,-122.28833994523698,American Restaurant,https://www.yelp.com/biz/graces-table-napa,4,1810 
413,Napa State Hospital,38.2783638,-122.2662994,Napa,Velo Pizzeria,38.2980223272937,-122.28452184714747,Pizza Place,https://www.yelp.com/biz/velo-pizzeria-napa,4,239 
414,Napa State Hospital,38.2783638,-122.2662994,Napa,Small World Restaurant,38.29823557445246,-122.28668223606357,Falafel Restaurant,https://www.yelp.com/biz/small-world-restaurant-napa,4,427 
415,Napa State Hospital,38.2783638,-122.2662994,Napa,Ca'Momi Osteria,38.29844059845343,-122.28662782043612,Italian Restaurant,https://www.yelp.com/biz/camomi-osteria-napa,[],[]
416,Napa State Hospital,38.2783638,-122.2662994,Napa,Azzurro Pizzeria e Enoteca,38.30117089092147,-122.28698672838753,Pizza Place,https://www.yelp.com/biz/azzurro-pizzeria-e-enoteca-napa,4,465 
417,Napa State Hospital,38.2783638,-122.2662994,Napa,Gran Electrica,38.30148940946725,-122.28751979632997,Mexican Restaurant,https://www.yelp.com/biz/gran-electrica-napa,4,192 
418,Napa State Hospital,38.2783638,-122.2662994,Napa,La Tapatia Market,38.29338473880288,-122.28345407712862,Mexican Restaurant,https://www.yelp.com/biz/la-tapatia-market-napa,3,27 
419,Napa State Hospital,38.2783638,-122.2662994,Napa,Don Perico Restaurant,38.298929439904974,-122.28586278750501,Mexican Restaurant,https://www.yelp.com/biz/don-perico-restaurant-napa,[],[]
420,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Old Weang Ping,37.77469295337763,-122.18105964213899,Thai Restaurant,https://www.yelp.com/biz/old-weang-ping-oakland,4,387 
421,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Zocalo Coffeehouse,37.73321217335004,-122.15091925997424,Café,https://www.yelp.com/biz/zocalo-coffeehouse-oakland,[],[]
422,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Noodles Pho Me,37.73710391709961,-122.15374598177706,Vietnamese Restaurant,https://www.yelp.com/biz/noodles-pho-me-oakland,[],[]
423,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Bluebird Pizzeria,37.731800330812405,-122.1609036434274,Pizza Place,https://www.yelp.com/biz/bluebird-pizzeria-oakland,4.5,581 
424,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Estudillo Produce & Deli,37.7293343224326,-122.13955254865833,Deli / Bodega,https://www.yelp.com/biz/estudillo-produce-and-deli-oakland,[],[]
425,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Paradiso,37.73308753322697,-122.15078824194843,Italian Restaurant,https://www.yelp.com/biz/paradiso-oakland,[],[]
426,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Charlies Las Palmas,37.77609448223615,-122.18335533254528,Seafood Restaurant,https://www.yelp.com/biz/charlies-las-palmas-oakland,[],[]
427,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Rubianos,37.733882285308304,-122.15108931372184,Pizza Place,https://www.yelp.com/biz/rubianos-oakland,[],[]
428,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Sparky's Giant Burgers,37.796993395139665,-122.1823279035489,Burger Joint,https://www.yelp.com/biz/sparkys-giant-burgers-oakland,3.5,676 
429,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Old Yeller Cafe & Market,37.75162160138796,-122.15368804106754,American Restaurant,https://www.yelp.com/biz/old-yeller-cafe-and-market-oakland,[],[]
430,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,85C Bakery Cafe,37.724761,-122.156928,Bakery,https://www.yelp.com/biz/85c-bakery-cafe-oakland,3,349 
431,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Ali Baba Grill,37.744905,-122.15439,Mediterranean Restaurant,https://www.yelp.com/biz/ali-baba-grill-oakland,4.5,101 
432,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Moussaka Mediteranean Kitchen,37.733183000000004,-122.150994,Mediterranean Restaurant,https://www.yelp.com/biz/moussaka-mediteranean-kitchen-oakland,[],[]
433,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,8-Twelve Oriental Market,37.73088926019489,-122.1603450491621,Vietnamese Restaurant,https://www.yelp.com/biz/8-twelve-oriental-market-oakland,[],[]
434,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Sweet Fingers,37.73196712840632,-122.16115618739083,Caribbean Restaurant,https://www.yelp.com/biz/sweet-fingers-oakland,[],[]
435,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Chubby Freeze,37.7457097350528,-122.19574365021683,Burger Joint,https://www.yelp.com/biz/chubby-freeze-oakland,3.5,89 
436,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Popeyes Louisiana Kitchen,37.7600661234055,-122.18954273681473,Fried Chicken Joint,https://www.yelp.com/biz/popeyes-louisiana-kitchen-oakland,3,45 
437,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,"Tacos ""El Jaliciense""",37.74678549773524,-122.19484461333597,Food Truck,"https://www.yelp.com/biz/tacos-""el-jaliciense""-oakland",[],[]
438,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Hoagy Steak,37.73006905160643,-122.1600658672764,American Restaurant,https://www.yelp.com/biz/hoagy-steak-oakland,[],[]
439,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Mountain Mike's Pizza,37.7254578473006,-122.15847003582836,Pizza Place,https://www.yelp.com/biz/mountain-mikes-pizza-oakland,2.5,104 
440,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,CreAsian,37.729936691421734,-122.13912140871895,Himalayan Restaurant,https://www.yelp.com/biz/creasian-oakland,[],[]
441,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Roccab's Deli Cafe,37.727278999999996,-122.157482,Café,https://www.yelp.com/biz/roccabs-deli-cafe-oakland,[],[]
442,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Main St. Bagels,37.73140375574502,-122.13954080262192,Bagel Shop,https://www.yelp.com/biz/main-st.-bagels-oakland,[],[]
443,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Mill's Hoagie Shop,37.776703339514604,-122.1831549898154,Sandwich Place,https://www.yelp.com/biz/mills-hoagie-shop-oakland,[],[]
444,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Boulevard Burger,37.733363066711725,-122.14008560263453,Burger Joint,https://www.yelp.com/biz/boulevard-burger-oakland,[],[]
445,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Subway,37.768165,-122.17879565,Sandwich Place,https://www.yelp.com/biz/subway-oakland,1.5 star rating,20 reviews
446,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Taqueria Los Pericos #5,37.72423241275715,-122.15507798178871,Mexican Restaurant,https://www.yelp.com/biz/taqueria-los-pericos-#5-oakland,[],[]
447,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,Rocky's Charcoal Grill,37.724403818849254,-122.15762755130963,Burger Joint,https://www.yelp.com/biz/rockys-charcoal-grill-oakland,[],[]
448,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,SUBWAY,37.741752000000005,-122.150153,Sandwich Place,https://www.yelp.com/biz/subway-oakland,2.5 star rating,40 reviews
449,Naval Hospital Oakland,37.7651049,-122.14997350000002,Oakland,The Landing Café,37.752983144207825,-122.13977420821791,Café,https://www.yelp.com/biz/the-landing-café-oakland,2.5,26 
450,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Falafel's Drive-In,37.32362107805529,-121.9350096149804,Falafel Restaurant,https://www.yelp.com/biz/falafels-drive-in-san-jose,4,4335 
451,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Super Duper Burger,37.3263393,-121.9441377,Burger Joint,https://www.yelp.com/biz/super-duper-burger-san-jose,3.5,674 
452,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Bill's Cafe,37.328365034826746,-121.93189611740121,Café,https://www.yelp.com/biz/bills-cafe-san-jose,4,2041 
453,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Din Tai Fung 鼎泰豐,37.326061917593236,-121.94411151166773,Dumpling Restaurant,https://www.yelp.com/biz/din-tai-fung-鼎泰豐-san-jose,[],[]
454,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Dia De Pesca Si Food,37.324587037155396,-121.93225931351203,Mexican Restaurant,https://www.yelp.com/biz/dia-de-pesca-si-food-san-jose,[],[]
455,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Walia Ethiopian Cuisine,37.32256650587305,-121.93237699849145,Ethiopian Restaurant,https://www.yelp.com/biz/walia-ethiopian-cuisine-san-jose,4.5,1441 
456,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Ramen Nagi,37.325158613618164,-121.94730314654542,Ramen Restaurant,https://www.yelp.com/biz/ramen-nagi-san-jose,[],[]
457,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Koja Kitchen,37.326254136102456,-121.94438071331399,Korean Restaurant,https://www.yelp.com/biz/koja-kitchen-san-jose,4,1344 
458,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Pizza Antica,37.321813747996174,-121.9479433332541,Pizza Place,https://www.yelp.com/biz/pizza-antica-san-jose,4,2679 
459,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Yard House,37.32289610145938,-121.94787831491988,American Restaurant,https://www.yelp.com/biz/yard-house-san-jose,3.5,3569 
460,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,California Pizza Kitchen at Valley Fair,37.326171,-121.943446,Pizza Place,https://www.yelp.com/biz/california-pizza-kitchen-at-valley-fair-san-jose,[],[]
461,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Veggie Grill,37.3210308,-121.949022,Vegetarian / Vegan Restaurant,https://www.yelp.com/biz/veggie-grill-san-jose,4,1133 
462,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Auntie Anne's,37.32540393577827,-121.94682861738582,Snack Place,https://www.yelp.com/biz/auntie-annes-san-jose,2.5,12 
463,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Boudin Bakery Café Valley Fair,37.326231,-121.944707,Bakery,https://www.yelp.com/biz/boudin-bakery-café-valley-fair-san-jose,[],[]
464,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Westfield Valley Fair New Dining Terrace,37.32621366755871,-121.94434301413287,Food Court,https://www.yelp.com/biz/westfield-valley-fair-new-dining-terrace-san-jose,[],[]
465,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Bazille,37.326298918024385,-121.9469349681077,American Restaurant,https://www.yelp.com/biz/bazille-san-jose,3.5,259 
466,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Yuki Sushi,37.330468897619596,-121.95081084370817,Sushi Restaurant,https://www.yelp.com/biz/yuki-sushi-san-jose,4,1191 
467,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Potato Corner,37.32567797184403,-121.94340793112325,Snack Place,https://www.yelp.com/biz/potato-corner-san-jose,3.5,152 
468,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Tacolicious,37.32279307966957,-121.94783684877318,Taco Place,https://www.yelp.com/biz/tacolicious-san-jose,3.5,559 
469,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,LB Steak,37.32256527437973,-121.94787717082842,Steakhouse,https://www.yelp.com/biz/lb-steak-san-jose,3.5,1723 
470,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Mendocino Farms,37.318976027159,-121.94848070804896,American Restaurant,https://www.yelp.com/biz/mendocino-farms-san-jose,4,443 
471,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Chipotle Mexican Grill,37.32618147878997,-121.94483041763304,Mexican Restaurant,https://www.yelp.com/biz/chipotle-mexican-grill-san-jose,2.5,262 
472,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Khanh's,37.32220096369983,-121.9503545554326,Vietnamese Restaurant,https://www.yelp.com/biz/khanhs-san-jose,3.5 star rating,599 reviews
473,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Emc Seafood & Raw Bar,37.319815261930856,-121.94790582927632,Seafood Restaurant,https://www.yelp.com/biz/emc-seafood-and-raw-bar-san-jose,3.5,945 
474,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Must Be Thai,37.323763590917096,-121.95160331934663,Thai Restaurant,https://www.yelp.com/biz/must-be-thai-san-jose,4,900 
475,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Sauced BBQ & Spirits San Jose,37.3208188,-121.94969320000001,BBQ Joint,https://www.yelp.com/biz/sauced-bbq-and-spirits-san-jose-san-jose,4,148 
476,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,New Krung Thai Restaurant,37.32754041707576,-121.94995520657287,Thai Restaurant,https://www.yelp.com/biz/new-krung-thai-restaurant-san-jose,3.5,2105 
477,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Left Bank Brasserie,37.31982168461961,-121.94802278377475,French Restaurant,https://www.yelp.com/biz/left-bank-brasserie-san-jose,3,2126 
478,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Fogo de Chão,37.320266566525596,-121.94984572455428,Churrascaria,https://www.yelp.com/biz/fogo-de-chão-san-jose,3.5 star rating,2128 reviews
479,OConnor Hospital,37.32755720000001,-121.93900049999999,San Jose,Maggiano’s Little Italy,37.32071810848494,-121.94959257485681,Italian Restaurant,https://www.yelp.com/biz/maggiano’s-little-italy-san-jose,[],[]
480,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Genova's Deli,38.323006429453436,-122.3034279586826,Deli / Bodega,https://www.yelp.com/biz/genovas-deli-napa,[],[]
