,Hospital,Hospital Latitude,Hospital Longitude,Venue City,Venue,Venue Latitude,Venue Longitude,Venue Category,yelp_link,rating,reviews
1250,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Ginza Sushi & Sake,37.76941183978978,-122.45163205273117,Sushi Restaurant,https://www.yelp.com/biz/ginza-sushi-and-sake-san-francisco,4,482 
1251,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Bacon Bacon,37.767132072031046,-122.44679779618195,Breakfast Spot,https://www.yelp.com/biz/bacon-bacon-san-francisco,3.5,371 
1252,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Jannah,37.77588496769641,-122.44598112171919,Middle Eastern Restaurant,https://www.yelp.com/biz/jannah-san-francisco,[],[]
1253,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Boogaloos Pop-up,37.76929476401021,-122.45210345022096,Breakfast Spot,https://www.yelp.com/biz/boogaloos-pop-up-san-francisco,4.5,24 
1254,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Amitis Cafe,37.77395805932014,-122.44598862266956,Café,https://www.yelp.com/biz/amitis-cafe-san-francisco,4.5 star rating,169 reviews
1255,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Tastebuds,37.77717,-122.46281,Southern / Soul Food Restaurant,https://www.yelp.com/biz/tastebuds-san-francisco,[],[]
1256,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Derm,37.781965,-122.453837,Thai Restaurant,https://www.yelp.com/biz/derm-san-francisco,[],[]
1257,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Zona Rosa,37.76933284490861,-122.45176896970489,Taco Place,https://www.yelp.com/biz/zona-rosa-san-francisco,3.5,291 
1258,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Uncle Boy's,37.77732664891525,-122.4616312041744,Burger Joint,https://www.yelp.com/biz/uncle-boys-san-francisco,4,592 
1259,St. Marys Medical Center (San Francisco),37.774058200000006,-122.45378229999999,San Francisco,Panini,37.77007948955207,-122.4464223422789,Sandwich Place,https://www.yelp.com/biz/panini-san-francisco,4,156 
1260,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Good Mong Kok Bakery,37.795458712845154,-122.40818052928776,Dim Sum Restaurant,https://www.yelp.com/biz/good-mong-kok-bakery-san-francisco,4,2661 
1261,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,The AA Bakery & Cafe,37.79572019861116,-122.40828611843551,Bakery,https://www.yelp.com/biz/the-aa-bakery-and-cafe-san-francisco,4,429 
1262,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Z & Y Restaurant,37.79611214947366,-122.40607799181394,Szechuan Restaurant,https://www.yelp.com/biz/z-and-y-restaurant-san-francisco,3.5,1721 
1263,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Mister Jiu's,37.79379008659567,-122.40661544924471,Chinese Restaurant,https://www.yelp.com/biz/mister-jius-san-francisco,4,689 
1264,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Molinari Delicatessen,37.798388,-122.40788,Deli / Bodega,https://www.yelp.com/biz/molinari-delicatessen-san-francisco,4.5,1115 
1265,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,China Live,37.7980266,-122.4078575,Chinese Restaurant,https://www.yelp.com/biz/china-live-san-francisco,3.5,1204 
1266,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Lai Hong Lounge 荔香小館,37.79767191833427,-122.41031926493129,Chinese Restaurant,https://www.yelp.com/biz/lai-hong-lounge-荔香小館-san-francisco,[],[]
1267,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Chong Qing Xiao Mian,37.7964178,-122.4053695,Szechuan Restaurant,https://www.yelp.com/biz/chong-qing-xiao-mian-san-francisco,4,832 
1268,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,The House,37.79843404606063,-122.40718731925823,Asian Restaurant,https://www.yelp.com/biz/the-house-san-francisco,4.5,4836 
1269,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,il Casaro Pizzeria & Mozzarella Bar,37.79844696816602,-122.40744716226986,Pizza Place,https://www.yelp.com/biz/il-casaro-pizzeria-and-mozzarella-bar-san-francisco,4.5,1154 
1270,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Yin Du Wonton Noodle,37.79695700450202,-122.40648630563555,Chinese Restaurant,https://www.yelp.com/biz/yin-du-wonton-noodle-san-francisco,3.5 star rating,381 reviews
1271,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Eastern Bakery,37.793775834734205,-122.40617835941858,Bakery,https://www.yelp.com/biz/eastern-bakery-san-francisco,4,687 
1272,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Golden Star Vietnamese Restaurant,37.79452637823364,-122.40560257441966,Vietnamese Restaurant,https://www.yelp.com/biz/golden-star-vietnamese-restaurant-san-francisco,4,1230 
1273,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Franchino,37.798392,-122.407672,Italian Restaurant,https://www.yelp.com/biz/franchino-san-francisco,4,1116 
1274,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Golden Flower,37.7960481492064,-122.40631031895441,Vietnamese Restaurant,https://www.yelp.com/biz/golden-flower-san-francisco,[],[]
1275,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Eight Tables by George Chen,37.7983553,-122.4077918,Chinese Restaurant,https://www.yelp.com/biz/eight-tables-by-george-chen-san-francisco,4.5,124 
1276,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Family Cafe,37.798577,-122.40735900000001,Café,https://www.yelp.com/biz/family-cafe-san-francisco,4.5,52 
1277,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Capo's,37.79864419203599,-122.40836235276521,Pizza Place,https://www.yelp.com/biz/capos-san-francisco,4.5,817 
1278,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Little Swan Bakery Cafe,37.79736770950945,-122.4086209443147,Bakery,https://www.yelp.com/biz/little-swan-bakery-cafe-san-francisco,4,182 
1279,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Trestle,37.796305816613604,-122.40453417551656,New American Restaurant,https://www.yelp.com/biz/trestle-san-francisco,4.5,881 
1280,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Buster's,37.798581759794146,-122.40770854488441,Sandwich Place,https://www.yelp.com/biz/busters-san-francisco,4,824 
1281,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Venticello,37.794303393322515,-122.41311910028968,Italian Restaurant,https://www.yelp.com/biz/venticello-san-francisco,4 star rating,514 reviews
1282,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Hong Kong Clay Pot Restaurant,37.795843627514344,-122.40659448835255,Chinese Restaurant,https://www.yelp.com/biz/hong-kong-clay-pot-restaurant-san-francisco,4,900 
1283,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Hinodeya,37.794655999999996,-122.404544,Ramen Restaurant,https://www.yelp.com/biz/hinodeya-san-francisco,[],[]
1284,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Kam Po Kitchen,37.797224,-122.410296,Chinese Restaurant,https://www.yelp.com/biz/kam-po-kitchen-san-francisco,4,498 
1285,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Stella Pastry and Cafe,37.799143,-122.408319,Bakery,https://www.yelp.com/biz/stella-pastry-and-cafe-san-francisco,4,1311 
1286,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Sotto Mare Oysteria and Seafood Restaurant,37.799624753044924,-122.40835693948438,Seafood Restaurant,https://www.yelp.com/biz/sotto-mare-oysteria-and-seafood-restaurant-san-francisco,[],[]
1287,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,R&G Lounge 嶺南小館,37.79407153466883,-122.40472405865627,Cantonese Restaurant,https://www.yelp.com/biz/randg-lounge-嶺南小館-san-francisco,[],[]
1288,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Firenze by Night Ristorante,37.79898216183705,-122.4088862369583,Italian Restaurant,https://www.yelp.com/biz/firenze-by-night-ristorante-san-francisco,4,1011 
1289,San Francisco Chinese Hospital,37.795528600000004,-122.40896380000001,San Francisco,Caffé Greco,37.799034844291626,-122.4083890485705,Café,https://www.yelp.com/biz/caffé-greco-san-francisco,4,1019 
1290,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,August 1 Five,37.78053745589946,-122.4201880772763,Indian Restaurant,https://www.yelp.com/biz/august-1-five-san-francisco,4 star rating,734 reviews
1291,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Bi-Rite Cafe,37.77877912683157,-122.41716441660908,Café,https://www.yelp.com/biz/bi-rite-cafe-san-francisco,4,46 
1292,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,PLÄJ,37.77873281329717,-122.42210605794637,Scandinavian Restaurant,https://www.yelp.com/biz/pläj-san-francisco,[],[]
1293,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Urban Bowls,37.778139,-122.422168,Poke Place,https://www.yelp.com/biz/urban-bowls-san-francisco,4 star rating,55 reviews
1294,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Ananda Fuara,37.77769251469199,-122.41635331222618,Vegetarian / Vegan Restaurant,https://www.yelp.com/biz/ananda-fuara-san-francisco,4,1092 
1295,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Nojo Ramen Tavern,37.776636596637324,-122.42127005612625,Ramen Restaurant,https://www.yelp.com/biz/nojo-ramen-tavern-san-francisco,4,860 
1296,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Andersen Bread,37.77690649759969,-122.41739981094887,Bakery,https://www.yelp.com/biz/andersen-bread-san-francisco,3.5,122 
1297,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Robin,37.77912710677569,-122.4233780760793,Sushi Restaurant,https://www.yelp.com/biz/robin-san-francisco,4,369 
1298,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Cala,37.77606310699734,-122.42038628873841,Mexican Restaurant,https://www.yelp.com/biz/cala-san-francisco,3.5 star rating,476 reviews
1299,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Golden Era Vegan,37.78149473910515,-122.41682231651436,Vegetarian / Vegan Restaurant,https://www.yelp.com/biz/golden-era-vegan-san-francisco,[],[]
1300,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,DragonEats,37.77828924352882,-122.42326633672,Vietnamese Restaurant,https://www.yelp.com/biz/dragoneats-san-francisco,4.5,388 
1301,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Brenda's French Soul Food,37.782896409128426,-122.41889744997026,Southern / Soul Food Restaurant,https://www.yelp.com/biz/brendas-french-soul-food-san-francisco,4,11001 
1302,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Monsieur Benjamin,37.77747803178731,-122.42313085901189,French Restaurant,https://www.yelp.com/biz/monsieur-benjamin-san-francisco,4,931 
1303,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Absinthe Brasserie & Bar,37.7770088434818,-122.423003716262,French Restaurant,https://www.yelp.com/biz/absinthe-brasserie-and-bar-san-francisco,4,3258 
1304,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Señor Sisig,37.77625488569015,-122.417130410367,Food Truck,https://www.yelp.com/biz/señor-sisig-san-francisco,4 star rating,1598 reviews
1305,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Lers Ros Thai,37.77704539388715,-122.42167066545659,Thai Restaurant,https://www.yelp.com/biz/lers-ros-thai-san-francisco,4,2206 
1306,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Saigon Sandwich,37.783084082892096,-122.41764971994778,Sandwich Place,https://www.yelp.com/biz/saigon-sandwich-san-francisco,4.5,3263 
1307,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Chez Maman,37.77695950756382,-122.42309400412454,French Restaurant,https://www.yelp.com/biz/chez-maman-san-francisco,4.5,2074 
1308,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Mela Tandoori Kitchen,37.78117844186307,-122.41950447593972,Indian Restaurant,https://www.yelp.com/biz/mela-tandoori-kitchen-san-francisco,4,64 
1309,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Hinata,37.78308964325582,-122.42073168119563,Sushi Restaurant,https://www.yelp.com/biz/hinata-san-francisco,4.5,530 
1310,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Poké Bar,37.77650665694416,-122.41725365378144,Poke Place,https://www.yelp.com/biz/poké-bar-san-francisco,4,236 
1311,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Hayes Valley Bakeworks,37.778665973922514,-122.42334706541796,Bakery,https://www.yelp.com/biz/hayes-valley-bakeworks-san-francisco,4,148 
1312,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Little Griddle,37.77640347614445,-122.41777147889849,Burger Joint,https://www.yelp.com/biz/little-griddle-san-francisco,4 star rating,75 reviews
1313,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,a Mano,37.776916945347146,-122.42385625239876,Italian Restaurant,https://www.yelp.com/biz/a-mano-san-francisco,4,894 
1314,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Tacos Cala,37.775847,-122.420292,Taco Place,https://www.yelp.com/biz/tacos-cala-san-francisco,3.5,476 
1315,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Nightbird,37.77654051357484,-122.42290414755027,Restaurant,https://www.yelp.com/biz/nightbird-san-francisco,4,160 
1316,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Corridor,37.776559698358206,-122.41946137814485,American Restaurant,https://www.yelp.com/biz/corridor-san-francisco,4 star rating,96 reviews
1317,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,RT Rotisserie,37.77520425782901,-122.42106090390654,New American Restaurant,https://www.yelp.com/biz/rt-rotisserie-san-francisco,4,432 
1318,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Azalina's,37.77637004668949,-122.41694547429404,Malay Restaurant,https://www.yelp.com/biz/azalinas-san-francisco,4,329 
1319,San Francisco City Clinic,37.779275,-122.41924170000001,San Francisco,Elephant Sushi,37.78152508967383,-122.41698081983824,Sushi Restaurant,https://www.yelp.com/biz/elephant-sushi-san-francisco,4,773 
1320,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Newkirk's,37.75599313872338,-122.40682949531386,Sandwich Place,https://www.yelp.com/biz/newkirks-san-francisco,4.5,67 
1321,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,El Metate,37.75575030581972,-122.40950503383962,Mexican Restaurant,https://www.yelp.com/biz/el-metate-san-francisco,4 star rating,1121 reviews
1322,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Dynamo Donut & Coffee,37.75293720591394,-122.40762570234537,Donut Shop,https://www.yelp.com/biz/dynamo-donut-and-coffee-san-francisco,4,1869 
1323,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,The Spice Jar,37.75438010057348,-122.4094199737677,Asian Restaurant,https://www.yelp.com/biz/the-spice-jar-san-francisco,4,361 
1324,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Chiotras Grocery,37.75889244320856,-122.40206108920174,Deli / Bodega,https://www.yelp.com/biz/chiotras-grocery-san-francisco,4.5,87 
1325,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Manivanh Thai,37.75293928182274,-122.40713281304502,Thai Restaurant,https://www.yelp.com/biz/manivanh-thai-san-francisco,[],[]
1326,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Salumeria,37.759250878333965,-122.41102512638287,Deli / Bodega,https://www.yelp.com/biz/salumeria-san-francisco,4,290 
1327,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,La Torta Gorda,37.752713,-122.408687,Latin American Restaurant,https://www.yelp.com/biz/la-torta-gorda-san-francisco,4,304 
1328,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,"Bon, Nene",37.7575695346734,-122.4115417126649,Japanese Restaurant,"https://www.yelp.com/biz/bon,-nene-san-francisco",4 star rating,218 reviews
1329,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Dagwood and Scoops,37.752932563167164,-122.40733283416164,Sandwich Place,https://www.yelp.com/biz/dagwood-and-scoops-san-francisco,4,137 
1330,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Farmhouse Kitchen,37.7601687,-122.4111136,Thai Restaurant,https://www.yelp.com/biz/farmhouse-kitchen-san-francisco,[],[]
1331,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Central Kitchen,37.7592606842079,-122.4111039750599,American Restaurant,https://www.yelp.com/biz/central-kitchen-san-francisco,3.5,587 
1332,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Taquerias El Farolito,37.752742962481975,-122.41115413285166,Mexican Restaurant,https://www.yelp.com/biz/taquerias-el-farolito-san-francisco,[],[]
1333,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,flour + water,37.75906211575193,-122.41233362890493,Italian Restaurant,https://www.yelp.com/biz/flour-+-water-san-francisco,3.5 star rating,2308 reviews
1334,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Universal Cafe,37.76053043752005,-122.41059531348785,New American Restaurant,https://www.yelp.com/biz/universal-cafe-san-francisco,4,1361 
1335,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Kazan,37.752846725557454,-122.40849320890595,Sushi Restaurant,https://www.yelp.com/biz/kazan-san-francisco,4 star rating,416 reviews
1336,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Son’s Addition,37.75273510853116,-122.41186314168279,American Restaurant,https://www.yelp.com/biz/son’s-addition-san-francisco,4 star rating,242 reviews
1337,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,El Gallo Giro (Taco Truck),37.75418299033416,-122.41317588014323,Food Truck,https://www.yelp.com/biz/el-gallo-giro-(taco-truck)-san-francisco,[],[]
1338,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Roosevelt Tamale Parlor,37.75282021053344,-122.40858060911525,Mexican Restaurant,https://www.yelp.com/biz/roosevelt-tamale-parlor-san-francisco,4 star rating,448 reviews
1339,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Tortas Los Picudos,37.752694607762486,-122.41138899831452,Mexican Restaurant,https://www.yelp.com/biz/tortas-los-picudos-san-francisco,4.5,288 
1340,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Puerto Alegre No. 2,37.751382,-122.409196,Food,https://www.yelp.com/biz/puerto-alegre-no.-2-san-francisco,[],[]
1341,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,The Morris,37.76302617639401,-122.40834701852096,New American Restaurant,https://www.yelp.com/biz/the-morris-san-francisco,4.5,254 
1342,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Taqueria Vallarta,37.752556423200794,-122.41258783623695,Taco Place,https://www.yelp.com/biz/taqueria-vallarta-san-francisco,4 star rating,801 reviews
1343,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,L's Caffe,37.75275596819716,-122.40960210127832,Café,https://www.yelp.com/biz/ls-caffe-san-francisco,4.5 star rating,227 reviews
1344,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Heirloom Café,37.75727972347313,-122.41467643340863,New American Restaurant,https://www.yelp.com/biz/heirloom-café-san-francisco,4 star rating,494 reviews
1345,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Tartine Manufactory,37.76190587370959,-122.41196347723321,Café,https://www.yelp.com/biz/tartine-manufactory-san-francisco,3.5 star rating,1202 reviews
1346,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,D'maize Restaurant,37.752939166620024,-122.40778309101168,Salvadoran Restaurant,https://www.yelp.com/biz/dmaize-restaurant-san-francisco,0,0
1347,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Atlas Cafe,37.75900270270298,-122.41148343829111,Café,https://www.yelp.com/biz/atlas-cafe-san-francisco,4 star rating,801 reviews
1348,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,La Gallinita Meat Market,37.75261009357204,-122.41185951398462,Mexican Restaurant,https://www.yelp.com/biz/la-gallinita-meat-market-san-francisco,0,0
1349,San Francisco General Hospital,37.7561796,-122.4050025,San Francisco,Deli 23,37.75437336075492,-122.40438756704108,Deli / Bodega,https://www.yelp.com/biz/deli-23-san-francisco,4.5 star rating,84 reviews
1350,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Cliff House,37.77858534996228,-122.51397433641714,American Restaurant,https://www.yelp.com/biz/cliff-house-san-francisco,0,0
1351,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Butter Love Bakeshop,37.775634534321526,-122.49873861353957,Bakery,https://www.yelp.com/biz/butter-love-bakeshop-san-francisco,4.5 star rating,161 reviews
1352,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Pacific Cafe,37.77978225449428,-122.49442817178449,Seafood Restaurant,https://www.yelp.com/biz/pacific-cafe-san-francisco,4 star rating,746 reviews
1353,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Cassava,37.775721593034724,-122.49670186250842,New American Restaurant,https://www.yelp.com/biz/cassava-san-francisco,4 star rating,874 reviews
1354,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Hunan Cafe #2,37.773540134210016,-122.50672296890218,Chinese Restaurant,https://www.yelp.com/biz/hunan-cafe-#2-san-francisco,4 star rating,396 reviews
1355,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Sutro's at Cliff House,37.77856667677347,-122.5139507649399,Seafood Restaurant,https://www.yelp.com/biz/sutros-at-cliff-house-san-francisco,0,0
1356,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,La Promenade Café,37.775635869888376,-122.49814424267949,Café,https://www.yelp.com/biz/la-promenade-café-san-francisco,4.5 star rating,330 reviews
1357,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Pagan,37.781519649536285,-122.49338304201339,Burmese Restaurant,https://www.yelp.com/biz/pagan-san-francisco,4 star rating,532 reviews
1358,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Simple Pleasures Cafe,37.77590820018698,-122.49580979347229,Café,https://www.yelp.com/biz/simple-pleasures-cafe-san-francisco,3.5 star rating,457 reviews
1359,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Jiangnan Cuisine,37.77588961511461,-122.49561552630354,Chinese Restaurant,https://www.yelp.com/biz/jiangnan-cuisine-san-francisco,4.5 star rating,217 reviews
1360,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Mr. Bánh Mì,37.775699765993835,-122.49749079747782,Sandwich Place,https://www.yelp.com/biz/mr.-bánh-mì-san-francisco,4.5 star rating,191 reviews
1361,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Kufu-ya Japanese Restaurant,37.779641472968756,-122.49458119657575,Japanese Restaurant,https://www.yelp.com/biz/kufu-ya-japanese-restaurant-san-francisco,0,0
1362,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Fiorella,37.78188735290587,-122.48450964689253,Italian Restaurant,https://www.yelp.com/biz/fiorella-san-francisco,4 star rating,446 reviews
1363,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Pizzetta 211,37.78369393632517,-122.48287900326157,Pizza Place,https://www.yelp.com/biz/pizzetta-211-san-francisco,4.5 star rating,1265 reviews
1364,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,PPQ Dungeness Island,37.782103755106675,-122.48446070433019,Seafood Restaurant,https://www.yelp.com/biz/ppq-dungeness-island-san-francisco,4 star rating,3050 reviews
1365,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Aziza Restaurant,37.780335,-122.481575,Moroccan Restaurant,https://www.yelp.com/biz/aziza-restaurant-san-francisco,0,0
1366,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Pearl,37.7838391,-122.4830831,Restaurant,https://www.yelp.com/biz/pearl-san-francisco,4.5 star rating,238 reviews
1367,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Hook Fish Co,37.762322600318484,-122.50682653244286,Seafood Restaurant,https://www.yelp.com/biz/hook-fish-co-san-francisco,4.5 star rating,499 reviews
1368,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,The Bistro at Cliff House,37.77850996546156,-122.51399984244019,American Restaurant,https://www.yelp.com/biz/the-bistro-at-cliff-house-san-francisco,0,0
1369,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Shanghai House,37.7756810538322,-122.49805594694884,Chinese Restaurant,https://www.yelp.com/biz/shanghai-house-san-francisco,3.5 star rating,687 reviews
1370,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Seakor Polish Deli & European Foods,37.780033652666944,-122.48355293957444,Deli / Bodega,https://www.yelp.com/biz/seakor-polish-deli-and-european-foods-san-francisco,0,0
1371,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Daigo Sushi,37.782017897015685,-122.48585594220593,Sushi Restaurant,https://www.yelp.com/biz/daigo-sushi-san-francisco,4 star rating,505 reviews
1372,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Dragon Beaux 俏龍軒,37.780469941427,-122.48063282947972,Dim Sum Restaurant,https://www.yelp.com/biz/dragon-beaux-俏龍軒-san-francisco,0,0
1373,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Gordo Taqueria,37.78216178702004,-122.48365474000613,Burrito Place,https://www.yelp.com/biz/gordo-taqueria-san-francisco,3.5 star rating,700 reviews
1374,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Han Il Kwan,37.776699203857035,-122.47824184934869,Korean Restaurant,https://www.yelp.com/biz/han-il-kwan-san-francisco,4 star rating,1605 reviews
1375,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Lokma,37.78224597939431,-122.47860007688483,Mediterranean Restaurant,https://www.yelp.com/biz/lokma-san-francisco,4.5 star rating,272 reviews
1376,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Hard Knox Cafe,37.78199566969189,-122.48582180026017,Southern / Soul Food Restaurant,https://www.yelp.com/biz/hard-knox-cafe-san-francisco,4 star rating,2155 reviews
1377,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Tommy's Mexican Restaurant,37.77999916404445,-122.48315962854485,Mexican Restaurant,https://www.yelp.com/biz/tommys-mexican-restaurant-san-francisco,3.5 star rating,1164 reviews
1378,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Outerlands,37.760358542269024,-122.50502226088474,American Restaurant,https://www.yelp.com/biz/outerlands-san-francisco,3.5 star rating,2262 reviews
1379,San Francisco VA Medical Center,37.782395,-122.50526440000002,San Francisco,Kawika's Ocean Beach Deli,37.77465676355967,-122.51020481273521,Deli / Bodega,https://www.yelp.com/biz/kawikas-ocean-beach-deli-san-francisco,4 star rating,462 reviews
